,Id,Name,State,Top Category,Creator,Location,Goal,Pledged,Backers,Duration in Days,Facebook Connected,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,Latitude,Longitude,region
1098,1749499306,Ares Magazine,successful,Games,One Small Step Games,Mission Viejo,25000,26186,442,33,No,,231,1,5.0,33.624256134,-117.64942932129999,California
1099,172073231,Agenda: The Story of GY Graphic Novel Trade Paperback,failed,Comics,Francisco Flores aka Metal Hand,Chicago,2000,508,16,30,No,,146,2,13.0,41.8408851624,-87.72951889040002,Illinois
1100,1664547993,'Untitled' Limited Edition Vinyl Pressing,failed,Music,Adam Santoya,Detroit,2000,275,9,60,Yes,1648.0,0,2,0.0,42.3546390533,-83.1028404236,Michigan
1101,116095382,Andrew Delaney is Making a New Record!,successful,Music,Kenneth Andrew Delaney,Dallas,6000,6185,54,30,Yes,736.0,322,1,1.0,32.832572936999995,-96.79934692379999,Texas
1103,217182009,The Legacy Road. Lets follow a Civil War Private's march.,failed,Publishing,Steve Enyeart,Atlanta,15000,936,16,59,Yes,172.0,0,1,2.0,33.813949585,-84.41580963130001,Georgia
1104,835602638,Brick Panel for GoRuck rucks,failed,Design,Todd Forkner,Durham,5000,1620,40,30,No,,0,2,40.0,35.9768333435,-78.91266250609999,North Carolina
1105,1194664968,"Wild Hands! Oh, River! Debut Album! Yeah!",successful,Music,Wild Hands,Minot,7000,9640,136,31,No,,581,1,0.0,48.2423248291,-101.28323745729999,North Dakota
1106,1546246515,Magnolia Fern Studios casts high quality Poseable Art Dolls,successful,Crafts,Katherine Helm,Richmond,750,1052,31,51,Yes,248.0,0,1,10.0,37.5063610077,-77.44802856449999,Virginia
1108,737058116,"eshades | shades for smartphones, tablets, notebooks",failed,Design,Tomas Leszczynski,Van Cortlandtville,3000,511,18,31,No,,1,7,18.0,41.285541534400004,-73.9146842957,New York
1109,1865628443,Plant-Based: Sage Wine Bar a Local Organic Vegan Eatery <3,failed,Food,Chef Seth Kirschbaum,Boynton Beach,29999,2365,45,30,Yes,1163.0,17,1,3.0,26.528175354000002,-80.0813217163,Florida
1111,908694105,Maison Reciprocity,successful,Design,Eric Burgoyne,Boone,7500,8000,116,30,No,,37,1,0.0,36.1972503662,-81.6597557068,North Carolina
1113,1185210913,Eldritch Skies (Savage Worlds Edition),successful,Games,"Battlefield Press, Inc.",Shreveport,4000,5597,198,30,Yes,816.0,0,11,53.0,32.4770450592,-93.7834091187,Louisiana
1114,1495424975,The #NoFilterBOISE 44th Bday Comedy Special on DVD,failed,Film & Video,Boise Thomas (Beastie Boise),Venice,9550,660,19,30,Yes,3426.0,66,1,2.0,33.9863414764,-118.46725463870001,California
1116,714566709,The Iots wallet: finely crafted minimalist wallet,failed,Fashion,Dan Moss,Bountiful,7550,792,26,30,Yes,255.0,0,2,1.0,40.8722743988,-111.86240768430001,Utah
1117,726376889,Sage Country - Post-Production,successful,Film & Video,Yuri Chicovsky,Denver,25000,31222,323,29,Yes,834.0,99,2,7.0,39.773494720500004,-104.89710998540001,Colorado
1118,759055069,Krōm: The Next Evolution of Pool Billiard Ball Design,failed,Design,Krōm™,Chicago,50000,13935,117,32,No,,14,1,3.0,41.8408851624,-87.72951889040002,Illinois
1119,731672164,Weekend in Rokugan 2014,successful,Games,Nik Davidson,Overland Park,2000,9596,81,30,Yes,348.0,0,1,2.0,38.9206886292,-94.68731307979999,Kansas
1120,1804645637,"Help me create a professional album, then give it away :D",successful,Music,Lauren Arrow,Fairfax,7500,7575,109,30,Yes,347.0,114,1,2.0,37.9897022247,-122.601234436,California
1121,882744365,Color Of Your Eyes,failed,Music,Josh Mottley,Des Moines,2000,35,2,30,Yes,216.0,9,1,0.0,41.591337204,-93.60984420780001,Iowa
1122,1545762768,What I Didn't Say- a record,successful,Music,Robin Monterosso,Dearborn,1500,2158,45,16,Yes,535.0,176,1,2.0,42.3192062378,-83.2055358887,Michigan
1123,1448152814,Knight's Destiny - Dungeon RPG/MMORPG,failed,Games,Clayton Williams,Baltimore,4000,306,9,45,No,,18,1,0.0,39.2856521606,-76.6201553345,Maryland
1124,598962315,Wallflower Designs Local Line,successful,Fashion,Wallflower Artisan Collective,Omaha,1000,1015,25,30,Yes,838.0,36,1,0.0,41.2783527374,-96.0463943481,Nebraska
1125,1566044424,Julius Caesar...A Game of Thrones?,successful,Theater,Dramma per Musica,New York,3000,3025,10,30,No,,6,2,2.0,40.706577300999996,-73.8823738098,New York
1126,1594226119,COPING WITH SELF HATE!,failed,Publishing,Hosea DeMarzino,Providence,500,50,1,60,Yes,1868.0,0,1,0.0,41.8253078461,-71.4072914124,Rhode Island
1127,712871980,The Artists United Concert Series- Allowing Artist Equality,failed,Music,C&C Entertainment Firm,New York,1700000,632,14,30,No,,389,1,1.0,40.706577300999996,-73.8823738098,New York
1128,180846253,Cartoonist Mike Kunkel's Squiggle Art Book!,successful,Publishing,Mike Kunkel,Thousand Oaks,18500,19090,311,30,No,,200,2,48.0,34.184316635100004,-118.90432357790002,California
1129,1821414344,UFO NOW: Full UFO Disclosure - The Entire Series for $10,failed,Publishing,Luke Fortune,Portland,1000000,287,24,30,Yes,3767.0,350,1,0.0,45.538421630900004,-122.666431427,Oregon
1130,1621833008,Red Fox Designs: A Line Of Eco-Friendly Leggings!,successful,Fashion,Phoenix Anthony,Tahoe City,900,900,21,30,Yes,192.0,137,1,4.0,39.1703586578,-120.14923095700001,California
1131,1850837721,Oscilloscope clock kit,failed,Technology,Howard Constantine,Baltimore,10975,5523,26,30,No,,9,2,0.0,39.2856521606,-76.6201553345,Maryland
1132,764953174,"My Book ""Seeing the Angel in the Mirror""",failed,Publishing,Adam Banning,Culver City,8000,490,8,30,Yes,274.0,37,1,0.0,34.0149459839,-118.3883171082,California
1133,92113715,"""Four"" by David Charles",successful,Music,David Charles,Salt Lake City,1500,1695,50,16,Yes,996.0,243,1,1.0,40.7298851013,-111.8337440491,Utah
1134,1207758276,PUR | MIDWEST MINI TOUR,successful,Art,Jenee Michelle,Indianapolis,4200,4222,50,37,Yes,4678.0,105,1,1.0,39.7832336426,-86.1517562866,Indiana
1135,664837178,"Fritz-Waters Fantasy ""Fantasy Battles"" Website",failed,Technology,Eric Fritz-Waters,Des Moines,500,160,4,30,Yes,248.0,28,1,0.0,41.591337204,-93.60984420780001,Iowa
1136,50488610,"Willoughby Sprig Album Debut ""Well Beneath the Shell""",successful,Music,Christopher Burrus,Indianapolis,3500,3894,97,60,No,,22,1,0.0,39.7832336426,-86.1517562866,Indiana
1137,382688497,Semicolon Theatre Company - New Plays by Young People,successful,Theater,Semicolon Theatre Company,New York,7500,7886,76,40,No,,44,1,0.0,40.706577300999996,-73.8823738098,New York
1138,887791852,"Keep in touch: With grandparents, friends & more easily!",failed,Design,Megan Mitzel,Denver,10000,801,12,30,Yes,804.0,31,7,9.0,39.773494720500004,-104.89710998540001,Colorado
1139,1649402252,Live Video From Toby Keith's I Love This Bar & Grill,successful,Music,Tom Dixon,Foxboro,1500,2026,51,26,Yes,4538.0,0,1,0.0,42.058454513600005,-71.2429466248,Massachusetts
1140,1471302503,"ArtComplex popup art exhibition, 560 29th St. Oakland CA",failed,Art,"Jolly, Evans, & Stark",Oakland,5000,700,5,16,No,,14,1,0.0,37.814783096300005,-122.25268554690001,California
1142,612562493,"Go West, Young Woman",failed,Photography,Kaylee Thornley and Lily Dettle,Madison,2800,600,9,30,Yes,437.0,0,1,0.0,43.0567493439,-89.41492843629999,Wisconsin
1143,2082178156,A Hawaiian Adventure,failed,Photography,Tom Lurie,Kailua,5000,756,25,30,Yes,885.0,0,1,0.0,21.399132728599998,-157.7456436157,Hawaii
1144,1099291423,Fossil Brewing Company,successful,Food,Fossil Brewing Company,Colorado Springs,15000,16735,128,30,No,,12,1,0.0,38.8482093811,-104.7977104187,Colorado
1145,1816377784,LoveThyBeast: NYC design studio for pets and pet lovers,failed,Design,Tiziana Agnello,Brooklyn,10000,932,15,29,No,,52,1,1.0,40.6455001831,-73.9613761902,New York
1146,1535405885,"James Neary - ""2013""",successful,Music,James Neary,La Porte,2500,2610,70,30,Yes,890.0,2,1,0.0,41.6165714264,-86.7289810181,Indiana
1147,1985068303,"TREE OF HOPE, THE MUSICAL",failed,Theater,Rita Provost,Los Angeles,30000,450,6,30,Yes,50.0,25,1,0.0,34.018239975,-118.39637756350001,California
1148,412218675,GAMCON '14! Bremerton's first geek convention! July 5 & 6,successful,Games,Blake,Bremerton,8000,11052,164,35,Yes,235.0,448,1,2.0,47.5872173309,-122.6721801758,Washington
1149,1438090559,8 Modern Holiday Afghans,failed,Publishing,Trudy Faris,Fond du Lac,30000,65,1,30,Yes,34.0,0,1,0.0,43.7587471008,-88.4399490356,Wisconsin
1150,1657922330,Wrap it Up NC Food Truck,failed,Food,Wrap It Up NC,Davidson,15000,1931,17,57,Yes,851.0,12,1,0.0,35.496967315700005,-80.8323364258,North Carolina
1151,81860571,"The Forgetory // Art Criticism // Issues 2, 3, & 4",successful,Publishing,The Forgetory,New York,7000,7744,92,45,No,,142,1,0.0,40.706577300999996,-73.8823738098,New York
1152,655917514,Celebrating the Music of Papa Charlie Jackson,successful,Music,Cary Moskovitz,Chapel Hill,8500,8547,148,34,Yes,99.0,16,1,2.0,35.8664360046,-79.0704803467,North Carolina
1153,1141842030,WHO IS LIKE YOU,successful,Music,Cantor Rebekah Mirsky,Los Angeles,5000,5101,71,45,Yes,426.0,74,1,1.0,34.018239975,-118.39637756350001,California
1154,485822965,Allegiance of Powers - Super hero series,failed,Film & Video,Gerald Crum,Dallas,5000,417,7,24,Yes,427.0,286,14,2.0,32.832572936999995,-96.79934692379999,Texas
1155,759801513,Budgee™: The friendly robot that carries your stuff.,failed,Technology,Five Elements Robotics,Wall,100000,18768,114,30,Yes,85.0,5,1,6.0,40.146102905300005,-74.0903892517,New Jersey
1157,2056566599,Rumors of War Comic Relaunch,successful,Comics,Nick Foster,Salt Lake City,1000,1000,16,30,Yes,120.0,0,1,0.0,40.7298851013,-111.8337440491,Utah
1158,1613472607,Arcane Synthesis: A Blended-Genre Anthology (Cosmothea),successful,Publishing,QT Games LLC,Las Vegas,8000,8102,76,31,Yes,363.0,92,1,34.0,36.1593837738,-115.1843681335,Nevada
1159,1782409048,Read Out Loud: Because Stories Are More Than Just Words,failed,Publishing,Megan Hite,Pittsburgh,5000,425,12,30,Yes,435.0,0,1,0.0,40.4323062897,-79.9538764954,Pennsylvania
1160,349581323,AURORAS,successful,Film & Video,Niles Heckman,Los Angeles,10000,12656,89,30,No,,0,1,19.0,34.018239975,-118.39637756350001,California
1161,1186540141,HEATWORKS MODEL 1: Your next water heater!,successful,Technology,ISI Technology - CEO Jerry Callahan,Charleston,125000,436595,1398,45,Yes,1063.0,1111,1,2.0,32.8002796173,-79.9701919556,South Carolina
1162,1648561220,Paul Michael Kane's Foto Grafis Playing Cards: Phase II,successful,Games,Paul Michael Kane,Ogdensburg,3200,7421,311,30,Yes,564.0,153,2,63.0,41.075567245500004,-74.6017723084,New Jersey
1163,346973305,Perceptions - What do YOU see?,successful,Dance,"Rainbow Tribe, Inc.",Boston,4000,5010,52,30,No,,23,1,0.0,42.3323383331,-71.04561996460001,Massachusetts
1164,821183622,Cardistry League Shirts - For Cardists & Playing Card Lovers,failed,Fashion,Adam Kirby,Roswell,2000,1025,24,30,Yes,179.0,0,1,15.0,34.026014328,-84.3556518555,Georgia
1165,1681475561,"Hyzers Disc Golf Apparel, Gear, & Accessories - High Demand",failed,Fashion,James Taylor,Wilmington,6800,10,1,30,Yes,95.0,60,1,0.0,34.2057723999,-77.8643226624,North Carolina
1166,889468415,The Procrastinator's Calendar - 2014 (ish),successful,Publishing,Ridiculo.us,Springfield,2014,2405,143,22,No,,367,9,27.0,37.1853580475,-93.2904586792,Missouri
1168,1770918599,Blue,successful,Film & Video,Cinema Alterna,Los Angeles,25000,26032,125,28,No,,11,1,0.0,34.018239975,-118.39637756350001,California
1169,1782136719,"""Pri-Vo"".""Simply The Most Needed Lap Top Accessory In Years""",failed,Design,Rob Michael Allen,Las Vegas,12000,280,4,30,Yes,235.0,0,1,0.0,36.1593837738,-115.1843681335,Nevada
1172,1606956699,New Album from The Union Grove Pickers,successful,Music,The Union Grove Pickers,Central Sioux Falls,2500,5665,69,30,Yes,926.0,18,1,0.0,43.5336589813,-96.728302002,South Dakota
1173,1113053857,Vertex Ultralight Backpacking Stove,successful,Design,Vertex Outdoors,Austin,8000,21266,453,45,No,,78,1,3.0,30.326808929400002,-97.7589683533,Texas
1174,1632996159,Just Play: Origins - A Chiptune EDM Concept Album,failed,Music,Michael Pehel,Glen Cove,700,270,11,30,Yes,469.0,0,1,0.0,40.8771915436,-73.6421661377,New York
1175,1526054785,One Robot Per Child,successful,Technology,Matt Niksch,Chicago,2300,5588,59,30,Yes,340.0,1,1,9.0,41.8408851624,-87.72951889040002,Illinois
1176,1456159057,Bear Lake Lodge - The Film,successful,Film & Video,Sasha,Los Angeles,1000,1000,11,30,No,,0,1,0.0,34.018239975,-118.39637756350001,California
1177,1989283011,The Mystic Tales: Chapter 1 Comic,failed,Comics,Damarkeus,Elizabeth City,9000,277,11,18,No,,1,2,0.0,36.2934761047,-76.2356338501,North Carolina
1178,1900056970,On A Roll: Level Up Your RPG,successful,Games,Ryan Faricelli,Cleveland,1000,4760,180,30,Yes,359.0,18,1,10.0,35.166629791300004,-84.8649024963,Tennessee
1179,91964446,Rex: The Brain For Robots,failed,Technology,Alphalem,San Mateo,90000,47078,300,30,Yes,243.0,2,1,0.0,37.5501594543,-122.2953414917,California
1180,247880106,'Laby Bug Man' 1st Issue Comic Book,failed,Comics,Mark Scharff,Woodstock,50000,168,8,53,No,,0,1,0.0,42.311849594099996,-88.43224716190001,Illinois
1181,1485830928,We're Expanding and it's Exciting!!!!!,failed,Food,Conscious Cafe Family!,Houston,15500,256,15,30,No,,1,1,0.0,29.8564939499,-95.4170608521,Texas
1182,130923328,Pame,successful,Film & Video,rae dawn chong,Portsmouth,2000,4652,57,57,Yes,4885.0,76,1,6.0,43.056547164899996,-70.75770568850001,New Hampshire
1183,1824224561,The Grey People,successful,Publishing,Greg Stolze,Aurora,400,1202,107,30,No,,0,29,25.0,41.7582130432,-88.3037223816,Illinois
1184,1864821617,US Theatrical Premiere: IN BLOOM (Grzeli nateli dgeebi),failed,Film & Video,Jonathan Howell,New York,3000,1315,34,10,No,,326,1,0.0,40.706577300999996,-73.8823738098,New York
1186,1654584780,K'nex Ferris Wheel,failed,Art,Jacob Castro,Riverside,1500,632,23,30,Yes,1456.0,7,2,2.0,33.927299499499995,-117.38409805299999,California
1187,1394910757,The I Recycle Project,failed,Fashion,"Carlitos, Yuri, Primo & Katire",Miami,10000,1525,43,35,Yes,253.0,0,1,4.0,25.788707733200003,-80.25025177,Florida
1188,603724852,I Bambini - clothing for the little people,failed,Fashion,Kim Williams,Stafford,50000,100,5,45,No,,0,1,0.0,29.6032266617,-95.569896698,Texas
1189,1979882919,The Book on Comedy 8 is Great!,failed,Comics,James Mar,Pasadena,8888,130,9,60,Yes,186.0,1,9,1.0,34.383003234899995,-117.9873123169,California
1190,820985302,The Undergrounds: a Family-Fantasy-Adventure Series,successful,Comics,Geert Heetebrij,Moorpark,5000,7719,188,30,Yes,190.0,6,1,6.0,34.2910575867,-118.8584060669,California
1191,2144173254,Looking Down - Aerial Kite Views: Photo Book,failed,Photography,Isabel Dean,Los Angeles,1950,6,2,30,No,,0,1,0.0,34.018239975,-118.39637756350001,California
1192,748884335,Rock-N-Roll Never Dies,successful,Film & Video,Michael Elliott,Charlotte,7500,8855,124,45,Yes,438.0,1075,1,5.0,35.2259788513,-80.8269729614,North Carolina
1193,1302829288,A Book Of Truth,failed,Publishing,Lonnie Johnson,Madison,9000,351,10,30,Yes,209.0,0,1,0.0,43.0567493439,-89.41492843629999,Wisconsin
1194,1683010510,Free Fall - Feature Film,successful,Film & Video,Paul Savarese,Long Island,15500,16261,147,30,Yes,171.0,168,1,7.0,40.852509000000005,-73.135849,New York
1196,2121973368,Two Australians and a Texan open a Trapeze School...,successful,Art,Stacy Majors,College Station,10000,10350,44,30,Yes,1464.0,37,1,1.0,30.6144704819,-96.3305931091,Texas
1197,543560477,Debi's Custom Cupcakes is opening a shop,failed,Food,Debi's Custom Cupcakes,Olympia,30000,426,9,16,Yes,324.0,107,1,1.0,47.0505981445,-122.85388565059999,Washington
1199,1762236739,Draw and Paint Equine portraits techniques by Sly Brohawn,failed,Art,Sylvia E Brohawn,Laurel,4000,55,6,60,Yes,338.0,26,1,0.0,38.5579128265,-75.5489082336,Delaware
1200,297843419,Introducing JAMAAL B3TH3a,failed,Music,(Lenwood) Jamaal B3TH3a,Baltimore,60000,150,2,30,Yes,2151.0,0,1,0.0,39.2856521606,-76.6201553345,Maryland
1201,1040061915,Reduction,successful,Music,Q. Guyton,Houston,7500,7571,23,30,Yes,825.0,0,1,1.0,29.8564939499,-95.4170608521,Texas
1202,1111690270,Rehabilitative Recall: BFA Fashion Design Senior Thesis,successful,Fashion,Ela Erdogan,New York,3500,3630,31,30,Yes,318.0,7,1,1.0,40.706577300999996,-73.8823738098,New York
1203,1347298244,Bring MORTAL REMAINS to your city!,failed,Film & Video,Cryptic Pictures,Baltimore,5500,355,6,30,No,,0,2,0.0,39.2856521606,-76.6201553345,Maryland
1204,300279507,U-Tease: Renaming the meaning of underwear - fun wear!,failed,Fashion,Diana Erland,Henderson,20000,365,7,44,No,,32,1,1.0,36.0266475677,-115.0172386169,Nevada
1205,1503132872,Inkman comics www.youtube.com/watch?feature=player_de,failed,Art,Brandon,Atlanta,20000,100,1,30,Yes,1349.0,16,1,0.0,33.813949585,-84.41580963130001,Georgia
1206,1554567647,"NEW Crys Matthews album, ""Come What May""",successful,Music,Crys Matthews,Herndon,3000,3516,59,45,Yes,1731.0,105,2,0.0,38.957359314,-77.4062347412,Virginia
1207,2001919595,One Nation: Out of the Darkness,successful,Comics,Brad Faye,Phoenix,13000,13516,143,60,Yes,374.0,783,1,5.0,33.583984375,-112.1066093445,Arizona
1208,152643644,TEREYA GRACE ALBUM PROJECT FOR GOD,failed,Music,Tereya Grace,Chicago,15000,54,6,60,Yes,722.0,29,1,0.0,41.8408851624,-87.72951889040002,Illinois
1209,1042769006,"Gone Away, Home: A Novel",failed,Publishing,Jeromy McFarren,Schuylerville,5000,513,5,60,Yes,141.0,0,3,0.0,40.835781097399995,-73.8324928284,New York
1210,1502056962,Bluestone Rubbed Denim,failed,Fashion,Kenneth J Mirch,Carbondale,10000,101,2,22,Yes,94.0,6,1,0.0,41.5731105804,-75.505607605,Pennsylvania
1211,807661333,A  NEW  LITURGICAL  ALBUM  BY  FACSIMILE,successful,Music,Peter Guinta,Long Beach,12000,12250,85,30,No,,0,1,0.0,33.785112381,-118.182636261,California
1212,1234007036,Everything Paracord,successful,Fashion,Heather Spina,Fremont,300,316,14,30,Yes,102.0,3,2,0.0,42.9943809509,-71.1411819458,New Hampshire
1213,315197607,As One Pride,failed,Fashion,As One Pride,Newport,3500,86,3,32,Yes,125.0,45,1,0.0,35.9572658539,-83.2084846497,Tennessee
1214,557440823,EXPOSED - KAITLYN MACHOS Spring 2015 Collection,failed,Fashion,Kaitlyn Machos,Lexington,3500,691,7,30,Yes,1314.0,1,1,0.0,33.9866867065,-81.2462158203,South Carolina
1215,1069114844,Music & Masquerades: Gems of Danish Culture in Chicago,successful,Music,"VOX 3 Collective, Inc., NFP",Chicago,5000,6552,124,20,Yes,972.0,382,3,0.0,41.8408851624,-87.72951889040002,Illinois
1217,1058041931,"Japanese: The Game, a language-learning card game.",successful,Games,Bernhard Hamaker,Provo,5700,128809,2719,35,Yes,164.0,907,1,14.0,40.258039474499995,-111.6535491943,Utah
1219,2092557527,African Inspired Apparels,failed,Fashion,Blessed Collections LLC,Dale City,3000,10,1,30,Yes,1020.0,25,1,0.0,38.6476860046,-77.34183120729999,Virginia
1220,1868701140,Trumpet Wars 2014,successful,Music,Freddie Jones,Fort Worth,2000,7013,31,30,Yes,2306.0,10,3,3.0,32.7541923523,-97.2952842712,Texas
1221,166667830,NottaPizza: A Game for Young Children and their Families.,failed,Games,NottaPizza,Lansing,29900,69,3,34,Yes,67.0,0,1,1.0,42.7176456451,-84.5594902039,Michigan
1222,2085781587,"Original Cast Album for ""Our Glorious Cause""",successful,Theater,DICOSTANZO AND MINTZ,Harrisonburg,2000,2302,51,33,Yes,3.0,15,1,0.0,38.4455223084,-78.8628997803,Virginia
1223,255714799,"Everitt Farms, A sustainable Urban Farm and Market",successful,Food,Derek and Kamise Mullen,Denver,10000,10061,59,30,Yes,213.0,80,1,11.0,39.773494720500004,-104.89710998540001,Colorado
1224,516201002,U S Constitution Handbook,failed,Publishing,Don Thayer,Steamboat Springs,2500,157,13,30,Yes,109.0,366,2,0.0,40.4700946808,-106.8547935486,Colorado
1225,1024054116,"Help us finish our new CD ""Blanket Over Me""",successful,Music,Battle Victorious,Boone,1600,2255,46,25,Yes,819.0,203,3,2.0,36.1972503662,-81.6597557068,North Carolina
1226,1505427982,BLACK IRISH goes to COMIC CON!,successful,Publishing,Chuck Anderson/Chris Harris,Seattle,2000,2050,23,45,Yes,55.0,32,1,0.0,47.6120109558,-122.30503845209999,Washington
1227,1098244277,CLIC FOOTWEAR -EMBRACE YOUR CHANGE,failed,Fashion,Quintana Zaleski & Ray Ho,Reno,69000,6917,56,33,Yes,71.0,0,1,0.0,39.5116539001,-119.88150405879999,Nevada
1228,348374994,Her Eyes Open - A Feature-ish Film,successful,Film & Video,Stephen Cook,Simi Valley,2900,2900,16,30,Yes,786.0,93,1,0.0,34.2684211731,-118.7294158936,California
1229,1496794686,Melodie Griffin:  Worship Sessions Project,successful,Music,Melodie Griffin,Lexington,5000,5251,71,57,Yes,2125.0,174,1,1.0,33.9866867065,-81.2462158203,South Carolina
1230,918829006,FROST: New Album & Art Book from Daphne Lee Martin,successful,Music,The Telegraph,New London,3000,3116,77,30,Yes,2570.0,0,3,3.0,41.3605175018,-72.0946006775,Connecticut
1231,339883785,WORLD VICTORY WRESTLING,failed,Film & Video,Chris York,St. Peters,40000,160,3,35,Yes,76.0,55,1,2.0,38.778583526599995,-90.6057701111,Missouri
1232,1955502984,Alice in Wonderland Tees by Playable Arts,failed,Fashion,Candace Bonsteel,Orem,4000,965,23,29,No,,35,2,1.0,40.2870597839,-111.6923828125,Utah
1233,835443630,Survay Says! - Brand New Full Length Album!,successful,Music,Survay Says!,Blairstown,5000,6347,174,29,No,,94,1,1.0,40.986082077,-75.0036506653,New Jersey
1234,280108998,Vivaldi Cello Concertos on Period Instruments,successful,Music,Guy Fishman,Boston,16800,19927,219,30,Yes,504.0,16,1,3.0,42.3323383331,-71.04561996460001,Massachusetts
1235,806972446,"Johnna Jeong - ""SoloMe"" solo guitar CD",successful,Music,Johnna,Atlanta,1500,2509,64,30,Yes,264.0,0,1,1.0,33.813949585,-84.41580963130001,Georgia
1237,1218465671,Wool Cycling Jerseys by KBH Racing,failed,Fashion,Brad Hartung,Portland,3280,375,4,27,No,,0,1,0.0,45.538421630900004,-122.666431427,Oregon
1238,63119300,Wallet Battles - PAY WHAT YOU WANT - Microgame - Board Game,successful,Games,RJ Tomlinson,Towanda,1000,2904,441,14,Yes,82.0,128,6,19.0,41.7569980621,-76.4398651123,Pennsylvania
1239,109092997,For The Love Of Unicorns,successful,Film & Video,Genevieve Erin O'Brien,Los Angeles,6500,7491,111,30,Yes,1333.0,48,1,2.0,34.018239975,-118.39637756350001,California
1240,1115801806,Launching Cooper's All-Natural Dog Treats!,failed,Food,Ryan Salinas,San Antonio,2200,1430,37,15,Yes,603.0,324,1,0.0,29.4660415649,-98.50783920290002,Texas
1241,1517895227,Launching A Dream,failed,Design,Michael Swayne II,Los Angeles,1000,60,1,30,Yes,427.0,13,1,0.0,34.018239975,-118.39637756350001,California
1242,936092961,360° Planet Earth,failed,Photography,Jeffrey Zipay,Orlando,15882,48,5,45,No,,0,1,0.0,28.4906749725,-81.3569107056,Florida
1243,889078420,I Victim: When Darkness Takes Over,failed,Music,Tristan Chase Reagan,Bluff City,2500,606,16,30,Yes,524.0,296,1,0.0,36.4868736267,-82.2679176331,Tennessee
1244,704222304,Novelistic Conference for Writers,failed,Publishing,Samantha Marie Hrbek,Bloomington,3500,27,3,37,No,,11,1,0.0,44.8224163055,-93.3101806641,Minnesota
1245,2127582751,Stabchat,failed,Film & Video,Nick Taylor,Los Angeles,17000,4576,20,30,Yes,168.0,53,2,1.0,34.018239975,-118.39637756350001,California
1246,2084409372,The Final Cary Judd Album,successful,Music,Cary Judd,Boise,5000,8415,157,30,Yes,1927.0,34,1,1.0,43.6032066345,-116.21606826780001,Idaho
1247,1710809166,Phill Proctor - Turn Back Now  Debut CD,failed,Music,Phill Proctor,Nashville,30000,41,4,30,Yes,288.0,27,1,0.0,36.1912117004,-86.7920761108,Tennessee
1248,1759751025,"Alex Von Z's ""Implicate Order"" album",failed,Music,Alex Von Z,Denver,9000,3592,30,40,Yes,234.0,12,1,3.0,39.773494720500004,-104.89710998540001,Colorado
1250,131410578,THIEVES of EDEN Graphic Novel,failed,Comics,Robert Simon Siegel,Richmond,8000,505,9,28,No,,18,1,0.0,37.5063610077,-77.44802856449999,Virginia
1251,1287796049,"The Zombukai Chronicles, The Game",failed,Games,Richard Hudnall,Iowa City,10000,1,1,57,Yes,11.0,2,1,0.0,41.6682434082,-91.5510559082,Iowa
1252,1184124262,The Ladder 2013 Yearbook.  Lights-ProMazda-USF2000 Racing,failed,Photography,Ron Bijlsma & Tony DiZinno,El Segundo,16000,5070,45,27,Yes,498.0,774,1,2.0,33.939044952399996,-118.42513656620001,California
1253,103324733,"Chaosmos: As the Universe Ends, the Hunt Begins!",successful,Games,Mirror Box Games,Los Angeles,40000,136362,1667,31,Yes,443.0,216,1,25.0,34.018239975,-118.39637756350001,California
1254,220118363,Lara Mossler - International Residency in Finland,successful,Art,Lara McKinney Mossler,Greenpoint,2491,7090,72,15,Yes,1352.0,102,1,0.0,40.7267913818,-73.9460029602,New York
1255,466257521,Bradley Taylor EP Launch,failed,Music,Bradley Taylor,Franklin,3700,69,6,30,No,,0,1,0.0,35.915977478,-86.8595809937,Tennessee
1257,1580237683,"Melissa Fielding's Debut Album, ""Hide & Seek Me""!",successful,Music,Melissa Fielding,New York,8888,10080,144,41,Yes,616.0,75,1,5.0,40.706577300999996,-73.8823738098,New York
1258,573212973,CR Clothing Co./Charla Ruschelle | 2014 Collection,failed,Fashion,Charla R. Mitchell,Atlanta,20000,4353,40,60,Yes,625.0,30,1,0.0,33.813949585,-84.41580963130001,Georgia
1261,667650357,Breathe All of Jesus,failed,Music,Rick McPherson,Arlington,30000,60,2,30,Yes,95.0,6,1,0.0,38.865322113000005,-77.11133193970001,Virginia
1263,1418662243,PTP Designs,failed,Fashion,Preston Pennington,Houston,3500,30,2,60,No,,0,1,0.0,29.8564939499,-95.4170608521,Texas
1265,377647697,NAUVI - Virtual Assistant & Home Automation System,failed,Technology,Joseph Sanchez,State College,60000,6918,38,30,Yes,182.0,0,1,3.0,40.79545784,-77.8642196655,Pennsylvania
1266,1266224674,INTO MYSTERY: Clue 09 KickArt,failed,Art,Eric Clough,Manhattan,61908,26127,66,32,Yes,115.0,0,11,57.0,40.7629089355,-73.969039917,New York
1267,1524243780,"Midnight, the Stars and You",successful,Film & Video,Giancarlo Tocchini,Santa Rosa,2200,2320,29,7,Yes,416.0,199,1,3.0,38.4394721985,-122.70721435549999,California
1268,914843357,Kickstart Love.,successful,Music,Joshua Sterling,Los Angeles,5000,5544,136,40,Yes,888.0,69,1,6.0,34.018239975,-118.39637756350001,California
